timestamp,platform,gpu_name,model_name,mode,batch_size,input_tokens,max_new_tokens,output_tokens,dtype,use_cache,peak_allocated_MB,peak_reserved_MB,final_allocated_MB,final_reserved_MB,runtime_sec,oom,error_message,total_tokens,generated_tokens,allocated_minus_final_MB,reserved_minus_allocated_MB,peak_allocated_per_sample_MB,runtime_per_sample_sec
2026-05-28T08:09:36.309336,colab,Tesla T4,distilgpt2,inference,1,16,32,48,fp32,True,331.22,358.0,328.99,358.0,1.128,False,,48,32,2.230000000000018,26.779999999999973,331.22,1.128
2026-05-28T08:09:46.991481,colab,Tesla T4,distilgpt2,inference,1,32,32,64,fp32,True,332.18,360.0,328.99,360.0,0.208,False,,64,32,3.1899999999999977,27.819999999999993,332.18,0.208
2026-05-28T08:09:48.811949,colab,Tesla T4,distilgpt2,inference,1,64,32,96,fp32,True,335.36,364.0,328.99,364.0,0.224,False,,96,32,6.3700000000000045,28.639999999999986,335.36,0.224
2026-05-28T08:09:50.631710,colab,Tesla T4,distilgpt2,inference,1,128,32,160,fp32,True,343.24,366.0,328.99,366.0,0.341,False,,160,32,14.25,22.75999999999999,343.24,0.341
2026-05-28T08:09:52.767070,colab,Tesla T4,distilgpt2,inference,1,256,32,288,fp32,True,354.5,396.0,328.99,396.0,0.194,False,,288,32,25.50999999999999,41.5,354.5,0.194
2026-05-28T08:09:54.752224,colab,Tesla T4,distilgpt2,inference,1,512,32,544,fp32,True,384.01,396.0,329.0,396.0,0.233,False,,544,32,55.00999999999999,11.990000000000009,384.01,0.233
2026-05-29T04:37:00.521995,colab,Tesla T4,distilgpt2,inference,1,64,8,72,fp32,True,335.36,364.0,328.99,364.0,0.915,False,,72,8,6.3700000000000045,28.639999999999986,335.36,0.915
2026-05-29T04:37:10.560003,colab,Tesla T4,distilgpt2,inference,1,64,16,80,fp32,True,335.36,364.0,328.99,364.0,0.089,False,,80,16,6.3700000000000045,28.639999999999986,335.36,0.089
2026-05-29T04:37:12.227590,colab,Tesla T4,distilgpt2,inference,1,64,32,96,fp32,True,335.36,364.0,328.99,364.0,0.239,False,,96,32,6.3700000000000045,28.639999999999986,335.36,0.239
2026-05-29T04:37:14.021883,colab,Tesla T4,distilgpt2,inference,1,64,64,128,fp32,True,335.36,364.0,328.99,364.0,0.613,False,,128,64,6.3700000000000045,28.639999999999986,335.36,0.613
2026-05-29T04:37:16.353782,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,True,336.48,368.0,328.99,368.0,1.015,False,,192,128,7.490000000000009,31.519999999999982,336.48,1.015
2026-05-29T04:37:19.118260,colab,Tesla T4,distilgpt2,inference,1,64,256,320,fp32,True,341.35,372.0,328.99,372.0,1.554,False,,320,256,12.360000000000014,30.649999999999977,341.35,1.554
2026-05-29T04:52:29.725368,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,True,336.48,368.0,328.99,368.0,1.491,False,,192,128,7.490000000000009,31.519999999999982,336.48,1.491
2026-05-29T04:52:39.353686,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,True,336.48,368.0,328.99,368.0,0.72,False,,192,128,7.490000000000009,31.519999999999982,336.48,0.72
2026-05-29T04:52:41.435950,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,True,336.48,368.0,328.99,368.0,1.019,False,,192,128,7.490000000000009,31.519999999999982,336.48,1.019
2026-05-29T04:52:43.865750,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,False,341.5,384.0,328.99,384.0,1.132,False,,192,128,12.509999999999991,42.5,341.5,1.132
2026-05-29T04:52:46.481179,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,False,341.5,384.0,328.99,384.0,1.085,False,,192,128,12.509999999999991,42.5,341.5,1.085
2026-05-29T04:52:49.204837,colab,Tesla T4,distilgpt2,inference,1,64,128,192,fp32,False,341.5,384.0,328.99,384.0,0.993,False,,192,128,12.509999999999991,42.5,341.5,0.993
2026-05-29T05:08:17.004864,colab,Tesla T4,distilgpt2,inference,1,64,64,128,fp32,True,335.36,364.0,328.99,364.0,1.243,False,,128,64,6.3700000000000045,28.639999999999986,335.36,1.243
2026-05-29T05:08:28.383148,colab,Tesla T4,distilgpt2,inference,2,64,64,128,fp32,True,343.24,372.0,328.99,372.0,0.796,False,,128,64,14.25,28.75999999999999,171.62,0.398
2026-05-29T05:08:30.825563,colab,Tesla T4,distilgpt2,inference,4,64,64,128,fp32,True,354.49,396.0,328.99,396.0,0.631,False,,128,64,25.5,41.50999999999999,88.6225,0.15775
2026-05-29T05:08:33.109233,colab,Tesla T4,distilgpt2,inference,8,64,64,128,fp32,True,384.0,416.0,329.0,416.0,0.437,False,,128,64,55.0,32.0,48.0,0.054625
2026-05-29T05:22:30.768737,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp32,True,343.74,372.0,328.99,372.0,1.487,False,,256,128,14.75,28.25999999999999,343.74,1.487
2026-05-29T05:22:44.844648,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp32,True,343.24,374.0,328.99,374.0,0.703,False,,256,128,14.25,30.75999999999999,343.24,0.703
2026-05-29T05:22:47.026002,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp32,True,343.24,374.0,328.99,374.0,0.73,False,,256,128,14.25,30.75999999999999,343.24,0.73
2026-05-29T05:22:49.258137,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp16,True,181.25,190.0,174.87,190.0,0.991,False,,256,128,6.3799999999999955,8.75,181.25,0.991
2026-05-29T05:22:51.836083,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp16,True,181.25,190.0,174.87,190.0,0.96,False,,256,128,6.3799999999999955,8.75,181.25,0.96
2026-05-29T05:22:54.545647,colab,Tesla T4,distilgpt2,inference,1,128,128,256,fp16,True,181.25,190.0,174.87,190.0,0.681,False,,256,128,6.3799999999999955,8.75,181.25,0.681
